Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
106.0,Maruti Alto,Maruti,Alto,8.0,55000.0,Individual,,Manual,22.74,796.0,47.3,5.0,230000.0
,Hyundai i20,Hyundai,i20,10.0,160000.0,Individual,Diesel,Manual,21.9,1396.0,90.0,5.0,270000.0
109.0,Ford Figo,Ford,,,40000.0,Individual,Petrol,Manual,15.6,1196.0,70.0,5.0,130000.0
110.0,,Maruti,Swift Dzire,9.0,46000.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,370000.0
111.0,Maruti Baleno,Maruti,Baleno,4.0,25000.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,570000.0
,Volkswagen Polo,Volkswagen,Polo,8.0,90000.0,Dealer,Diesel,Manual,22.07,1199.0,73.9,5.0,365000.0
114.0,Hyundai i20,Hyundai,i20,9.0,49566.0,Dealer,Petrol,Manual,18.5,1197.0,82.85,5.0,280000.0
,Hyundai Verna,Hyundai,Verna,3.0,14000.0,Dealer,Diesel,Automatic,22.0,1582.0,126.2,5.0,1250000.0
,Hyundai i20,Hyundai,i20,5.0,11000.0,Dealer,Petrol,Manual,,1197.0,81.83,5.0,590000.0
,Maruti Celerio,Maruti,Celerio,3.0,5000.0,Individual,Petrol,Automatic,23.1,998.0,67.04,5.0,475000.0
118.0,Ford Ecosport,Ford,Ecosport,4.0,55000.0,Dealer,Diesel,Manual,23.0,1498.0,98.96,5.0,685000.0
119.0,Hyundai Verna,Hyundai,Verna,9.0,65000.0,Dealer,Diesel,Automatic,19.08,1582.0,126.32,5.0,380000.0
120.0,Renault KWID,Renault,KWID,3.0,22000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,330000.0
121.0,Maruti Baleno,Maruti,Baleno,3.0,7671.0,Trustmark Dealer,Petrol,Manual,21.01,1197.0,81.8,,650000.0
122.0,Maruti Wagon R,Maruti,Wagon R,5.0,66000.0,Individual,Petrol,Manual,20.51,998.0,67.04,,325000.0
,Maruti Swift Dzire,Maruti,Swift Dzire,3.0,45156.0,Dealer,Petrol,Automatic,21.21,1197.0,81.8,5.0,640000.0
124.0,Hyundai Venue,Hyundai,Venue,2.0,25000.0,Individual,Petrol,Manual,18.27,998.0,118.35,5.0,949000.0
,Hyundai Verna,Hyundai,Verna,6.0,120000.0,Individual,Diesel,Manual,23.9,1582.0,126.2,5.0,660000.0
127.0,Maruti Swift,Maruti,Swift,7.0,28000.0,Dealer,Petrol,Manual,16.1,1197.0,85.0,5.0,435000.0
128.0,Hyundai i20,Hyundai,i20,8.0,55000.0,Dealer,Diesel,Manual,21.9,1396.0,,5.0,385000.0
130.0,Hyundai Verna,Hyundai,Verna,2.0,14000.0,Dealer,Diesel,Automatic,22.0,1582.0,126.2,5.0,1250000.0
132.0,Maruti Wagon R,Maruti,Wagon R,12.0,98780.0,Dealer,Petrol,Manual,18.9,998.0,67.1,,155000.0
133.0,Maruti Swift,Maruti,Swift,6.0,58000.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,415000.0
134.0,Maruti Alto,Maruti,Alto,10.0,30000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,251000.0
,Mahindra Scorpio,Mahindra,Scorpio,5.0,46400.0,Dealer,Diesel,Manual,15.4,2179.0,120.0,7.0,1150000.0
136.0,Hyundai i10,Hyundai,i10,7.0,32111.0,Trustmark Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,310000.0
137.0,,Datsun,GO,6.0,35000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,350000.0
,Mahindra Scorpio,Mahindra,Scorpio,4.0,30000.0,Dealer,Diesel,Manual,15.4,,120.0,7.0,1125000.0
139.0,BMW 5,BMW,5,5.0,63000.0,Dealer,Diesel,Automatic,18.59,2993.0,261.49,5.0,2600000.0
141.0,Datsun GO,Datsun,GO,3.0,10000.0,Individual,Petrol,Manual,20.62,1198.0,67.0,7.0,480000.0
142.0,Maruti Swift Dzire,Maruti,Swift Dzire,4.0,25000.0,Individual,Diesel,Automatic,28.4,1248.0,74.02,5.0,850000.0
143.0,Hyundai Creta,,Creta,4.0,102000.0,Dealer,Diesel,Automatic,17.01,1582.0,126.2,5.0,1100000.0
144.0,Maruti Swift,Maruti,Swift,3.0,35000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,575000.0
145.0,Maruti Swift Dzire,Maruti,Swift Dzire,9.0,49948.0,Dealer,Petrol,Manual,17.5,1298.0,85.8,5.0,340000.0
147.0,Ford Ecosport,Ford,Ecosport,3.0,55000.0,Individual,Diesel,Manual,23.0,1498.0,98.96,5.0,925000.0
148.0,Hyundai Grand,Hyundai,Grand,6.0,36000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,400000.0
150.0,Honda City,Honda,City,5.0,49625.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,725000.0
151.0,Maruti Swift Dzire,Maruti,Swift Dzire,7.0,35000.0,Individual,Diesel,Manual,23.4,1248.0,,5.0,600000.0
152.0,Mahindra Scorpio,Mahindra,Scorpio,8.0,95000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,8.0,550000.0
,Ford Aspire,Ford,Aspire,4.0,36000.0,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,585000.0
154.0,Maruti Wagon R,Maruti,Wagon R,2.0,50000.0,Individual,Petrol,Manual,21.79,998.0,67.05,5.0,411000.0
155.0,Maruti Swift Dzire,Maruti,Swift Dzire,6.0,26500.0,Individual,Petrol,Manual,20.85,1197.0,83.14,5.0,450000.0
156.0,Honda CR-V,Honda,CR-V,6.0,80000.0,Dealer,Petrol,Automatic,13.7,1997.0,153.86,,1290000.0
,Volkswagen Polo,Volkswagen,Polo,,46000.0,Dealer,Petrol,Manual,16.47,1198.0,74.0,5.0,455000.0
158.0,Hyundai Grand,Hyundai,Grand,2.0,9000.0,Individual,Petrol,Manual,20.7,1197.0,81.86,5.0,710000.0
,Honda City,Honda,City,5.0,53000.0,Dealer,Petrol,Manual,16.8,1497.0,,5.0,770000.0
164.0,Ford Endeavour,Ford,Endeavour,3.0,11387.0,,Diesel,Automatic,10.91,3198.0,197.0,7.0,2900000.0
,Honda Amaze,Honda,Amaze,,50000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,720000.0
166.0,Mahindra KUV,Mahindra,KUV,5.0,52000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,5.0,375000.0
168.0,Datsun GO,Datsun,GO,6.0,35000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,400000.0
169.0,Renault Duster,Renault,Duster,6.0,48000.0,Individual,Diesel,Manual,19.87,1461.0,83.8,5.0,600000.0
170.0,Honda Jazz,Honda,Jazz,3.0,18000.0,Individual,Petrol,Manual,18.7,1199.0,88.7,5.0,600000.0
,Maruti Wagon R,Maruti,Wagon R,9.0,57413.0,Individual,LPG,Manual,14.4,998.0,61.7,5.0,270000.0
,Hyundai i20,Hyundai,i20,6.0,30000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,500000.0
173.0,,Hyundai,Verna,6.0,55000.0,Dealer,Diesel,Manual,23.9,1582.0,126.2,5.0,650000.0
176.0,Maruti Swift,Maruti,Swift,3.0,10000.0,Individual,Petrol,Automatic,21.21,1197.0,81.8,5.0,660000.0
178.0,BMW 3,BMW,3,5.0,68000.0,Dealer,Diesel,Automatic,22.69,1995.0,190.0,5.0,2090000.0
180.0,Kia Seltos,Kia,Seltos,,8000.0,Dealer,Petrol,Manual,16.8,1497.0,113.4,5.0,1275000.0
182.0,Maruti Swift,Maruti,Swift,6.0,65000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,495000.0
186.0,Hyundai Grand,Hyundai,Grand,5.0,25000.0,,Petrol,Manual,18.9,1197.0,82.0,5.0,475000.0
189.0,Maruti Ciaz,Maruti,Ciaz,6.0,70000.0,Individual,Petrol,Manual,20.73,1373.0,91.1,,530000.0
190.0,Tata Tiago,Tata,Tiago,,9500.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,530000.0
191.0,Hyundai Verna,Hyundai,Verna,6.0,9100.0,Individual,Petrol,Manual,17.01,1591.0,121.3,5.0,650000.0
193.0,Honda City,Honda,City,11.0,86000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,335000.0
195.0,Audi A4,Audi,A4,8.0,78000.0,Dealer,Diesel,Automatic,16.55,,147.51,5.0,1290000.0
196.0,Ford Figo,Ford,Figo,10.0,60000.0,Individual,Diesel,Manual,20.0,,68.0,5.0,300000.0
197.0,Maruti Wagon R,Maruti,Wagon R,2.0,7883.0,Trustmark Dealer,Petrol,Automatic,21.5,1197.0,81.8,5.0,550000.0
198.0,Maruti Swift Dzire,Maruti,Swift Dzire,8.0,50205.0,Trustmark Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,390000.0
,Mahindra Bolero,Mahindra,Bolero,13.0,220000.0,Individual,Diesel,Manual,13.6,2523.0,63.0,7.0,260000.0
200.0,Tata Tigor,Tata,Tigor,4.0,58000.0,Dealer,Diesel,Manual,24.7,1047.0,69.0,5.0,395000.0
201.0,Mahindra Scorpio,Mahindra,Scorpio,9.0,170000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,8.0,
202.0,Maruti Swift Dzire,Maruti,Swift Dzire,3.0,15000.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,650000.0
203.0,Maruti Swift,Maruti,Swift,5.0,71245.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,375000.0
207.0,Kia Seltos,Kia,Seltos,2.0,7000.0,Individual,Petrol,Manual,16.1,1353.0,138.0,5.0,1300000.0
208.0,Maruti Alto,Maruti,Alto,3.0,20000.0,Individual,Petrol,Manual,23.95,998.0,,,360000.0
209.0,Maruti Celerio,Maruti,Celerio,1.0,8700.0,Individual,,Manual,21.63,998.0,67.04,5.0,505000.0
210.0,Maruti Alto,Maruti,Alto,2.0,25000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,310000.0
211.0,Hyundai i20,Hyundai,i20,6.0,42000.0,Dealer,Petrol,Manual,18.6,1197.0,,5.0,545000.0
214.0,Mahindra Bolero,Mahindra,Bolero,15.0,120000.0,Individual,Diesel,Manual,13.6,2523.0,63.0,7.0,150000.0
215.0,Maruti Baleno,Maruti,Baleno,3.0,50000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,580000.0
216.0,Maruti Wagon R,Maruti,Wagon R,10.0,58000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,250000.0
217.0,Hyundai Verna,Hyundai,Verna,4.0,36000.0,Individual,Petrol,Manual,17.43,1396.0,105.5,5.0,650000.0
220.0,Maruti Ertiga,Maruti,Ertiga,3.0,30000.0,Individual,Diesel,Manual,25.47,1248.0,88.5,7.0,410000.0
221.0,Ford Ecosport,Ford,Ecosport,6.0,162828.0,Dealer,Diesel,Manual,22.77,1498.0,98.59,5.0,531000.0
222.0,Ford Ecosport,Ford,Ecosport,3.0,7500.0,Individual,Diesel,Manual,23.0,1498.0,98.96,5.0,890000.0
,Tata Safari,Tata,Safari,5.0,47227.0,Dealer,Diesel,Manual,14.0,2179.0,138.1,7.0,775000.0
224.0,Maruti Wagon R,Maruti,Wagon R,3.0,52000.0,Dealer,CNG,Manual,33.54,998.0,67.04,5.0,
225.0,Ford Figo,Ford,Figo,9.0,74000.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,185000.0
,Mahindra Bolero,Mahindra,Bolero,10.0,47000.0,Dealer,,Manual,15.96,2523.0,62.1,7.0,440000.0
227.0,Hyundai i20,Hyundai,i20,6.0,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,450000.0
228.0,Maruti Baleno,Maruti,Baleno,,100000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,600000.0
,Maruti Celerio,Maruti,Celerio,7.0,35000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,320000.0
230.0,Hyundai i20,Hyundai,i20,5.0,50000.0,Individual,Diesel,Manual,,1396.0,88.73,5.0,700000.0
,Ford Aspire,Ford,Aspire,3.0,10000.0,Individual,Petrol,Manual,18.16,1196.0,86.8,5.0,630000.0
232.0,Maruti Alto,Maruti,Alto,5.0,10370.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,320000.0
233.0,Honda City,Honda,City,,62000.0,Dealer,Petrol,Manual,16.8,1497.0,116.3,5.0,465000.0
,Hyundai i20,Hyundai,i20,5.0,40000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,550000.0
,Maruti Swift,Maruti,Swift,4.0,60000.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,445000.0
238.0,Tata Safari,Tata,Safari,,67231.0,Dealer,Diesel,Manual,14.0,2179.0,138.1,7.0,705000.0
,Maruti Wagon R,Maruti,Wagon R,8.0,64000.0,Dealer,CNG,Manual,33.54,998.0,67.04,5.0,270000.0
,Honda City,Honda,City,,63000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,475000.0
242.0,Toyota Fortuner,Toyota,Fortuner,6.0,80000.0,Individual,Diesel,Manual,12.55,2982.0,168.5,7.0,1755000.0
243.0,Honda City,Honda,City,,55000.0,Dealer,Petrol,Manual,16.9,1497.0,100.0,5.0,350000.0
,Hyundai i20,Hyundai,i20,5.0,11000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,575000.0
,Renault KWID,Renault,,4.0,17000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,360000.0
247.0,Maruti Alto,Maruti,Alto,4.0,25000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,275000.0
248.0,Datsun GO,Datsun,GO,5.0,33350.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,320000.0
250.0,Hyundai Grand,,Grand,6.0,62000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,370000.0
252.0,Maruti Swift Dzire,Maruti,Swift Dzire,12.0,,Individual,Petrol,Manual,17.5,1298.0,85.8,5.0,275000.0
254.0,Honda City,Honda,City,7.0,86113.0,Dealer,Petrol,Manual,17.4,1497.0,117.3,5.0,550000.0
256.0,Maruti Swift Dzire,Maruti,Swift Dzire,3.0,10000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,750000.0
258.0,Maruti Wagon R,Maruti,Wagon R,6.0,92537.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,272000.0
259.0,Maruti Ciaz,Maruti,Ciaz,,27645.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,951000.0
260.0,Maruti Alto,Maruti,Alto,8.0,46242.0,,Petrol,Manual,20.92,998.0,67.1,5.0,280000.0
261.0,Honda City,Honda,City,8.0,70000.0,Individual,Petrol,Manual,16.8,1497.0,116.3,5.0,545000.0
262.0,Renault KWID,Renault,,1.0,6000.0,Individual,Petrol,Manual,22.3,799.0,53.26,5.0,450000.0
263.0,Hyundai i20,Hyundai,i20,4.0,64000.0,Dealer,Petrol,Manual,18.6,,81.83,5.0,480000.0
264.0,Mahindra Scorpio,Mahindra,Scorpio,4.0,93000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,1060000.0
265.0,Maruti Alto,Maruti,Alto,8.0,26200.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,235000.0
266.0,Maruti Baleno,Maruti,Baleno,4.0,,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,590000.0
269.0,Toyota Fortuner,Toyota,Fortuner,3.0,50000.0,Dealer,Diesel,Automatic,12.9,2755.0,174.5,7.0,2950000.0
270.0,Hyundai Santro,Hyundai,Santro,13.0,80000.0,Individual,Petrol,Manual,17.92,1086.0,62.1,5.0,110000.0
,Mahindra Scorpio,Mahindra,Scorpio,14.0,110000.0,Individual,Diesel,Manual,13.5,2179.0,115.0,5.0,280000.0
272.0,Audi A4,Audi,A4,5.0,55000.0,Dealer,Petrol,Automatic,17.84,1395.0,147.51,,1851000.0
273.0,Honda City,Honda,City,,25000.0,Individual,Petrol,Manual,17.4,1497.0,117.3,5.0,750000.0
,Hyundai Grand,Hyundai,Grand,6.0,36000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,
,Maruti Swift Dzire,Maruti,Swift Dzire,6.0,40000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,530000.0
,Mahindra Thar,Mahindra,Thar,3.0,25000.0,Individual,Diesel,Manual,16.55,2498.0,105.0,6.0,870000.0
,Renault KWID,Renault,KWID,3.0,30038.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5.0,295000.0
278.0,Tata Tiago,Tata,Tiago,4.0,53000.0,Individual,Diesel,Manual,27.28,1047.0,69.0,5.0,370000.0
